,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_aggressive
266,2018,BARLEY,KANSAS,1488.0,6000,6.666666667,61,5.514234138,2912.748,0.238061797752809
267,2015,BARLEY,KANSAS,1872.0,8000,5.3125,67,5.662699104,2910.717,0.37799043062200954
268,2014,BARLEY,KANSAS,1680.0,10000,10.9375,62,5.86390397,2901.861,0.34965034965034963
269,2013,BARLEY,KANSAS,2256.0,11000,9.416666667,61,5.624690248,2894.306,0.30434782608695654
270,2019,CORN,KANSAS,7448.0,6020000,6.357142857,68,5.961934481,2912.635,0.24533333333333332
271,2018,CORN,KANSAS,7224.0,4980000,6.75,64,5.690065688,2912.748,0.238061797752809
272,2017,CORN,KANSAS,7392.0,5200000,7.5,62,5.698371311,2910.892,0.2585858585858586
273,2016,CORN,KANSAS,7952.0,4920000,7.071428571,61,5.59503163,2912.977,0.31666666666666665
274,2015,CORN,KANSAS,8288.0,3920000,7.142857143,67,5.525904526,2910.717,0.37799043062200954
275,2014,CORN,KANSAS,8344.0,3800000,7.232142857,62,5.819403771,2901.861,0.34965034965034963
276,2013,CORN,KANSAS,7056.0,4000000,6.964285714,61,5.562201934,2894.306,0.30434782608695654
277,2019,WHEAT,KANSAS,3120.0,6700000,8.25,68,5.985792703,2912.635,0.24533333333333332
278,2018,WHEAT,KANSAS,2280.0,7300000,8.0,64,6.09186275,2912.748,0.238061797752809
279,2017,WHEAT,KANSAS,2880.0,6950000,6.833333333,62,5.624731338,2910.892,0.2585858585858586
280,2016,WHEAT,KANSAS,3420.0,8200000,6.75,61,6.446091759,2912.977,0.31666666666666665
281,2015,WHEAT,KANSAS,2220.0,8700000,7.666666667,67,5.623490043,2910.717,0.37799043062200954
282,2014,WHEAT,KANSAS,1680.0,8800000,8.916666667,62,5.864623352,2901.861,0.34965034965034963
283,2013,WHEAT,KANSAS,2280.0,8450000,10.83333333,61,5.761702519,2894.306,0.30434782608695654
284,2019,CORN,KENTUCKY,9464.0,1450000,7.0,69,5.833031708,4472.345,0.20323741007194246
285,2018,CORN,KENTUCKY,9800.0,1220000,6.410714286,68,7.339320929,4464.273,0.23710921640276086
286,2017,CORN,KENTUCKY,9968.0,1220000,6.017857143,68,6.347929353,4455.59,0.26472579553148273
287,2016,CORN,KENTUCKY,8904.0,1400000,7.232142857,65,4.697750704,4440.306,0.4015444015444015
288,2015,CORN,KENTUCKY,9632.0,1310000,8.410714286,70,4.962661422,4429.126,0.38444924406047515
289,2014,CORN,KENTUCKY,8848.0,1430000,7.678571429,71,4.964887857,4416.992,0.4054621848739496
290,2013,CORN,KENTUCKY,9520.0,1430000,8.75,70,5.642813116,4406.906,0.3771712158808933
291,2019,WHEAT,KENTUCKY,4560.0,330000,,68,6.413543781,4472.345,0.20323741007194246
292,2018,WHEAT,KENTUCKY,3960.0,300000,8.583333333,68,6.007508163,4464.273,0.23710921640276086
293,2017,WHEAT,KENTUCKY,4620.0,310000,7.733333333,65,4.946369874,4455.59,0.26472579553148273
294,2016,WHEAT,KENTUCKY,4800.0,400000,6.833333333,70,5.517208078,4440.306,0.4015444015444015
295,2015,WHEAT,KENTUCKY,4380.0,440000,8.383333333,71,5.902103172,4429.126,0.38444924406047515
296,2014,WHEAT,KENTUCKY,4260.0,510000,10.26666667,64,5.719889876,4416.992,0.4054621848739496
297,2013,WHEAT,KENTUCKY,4500.0,610000,11.75,66,4.548202098,4406.906,0.3771712158808933
298,2019,CORN,LOUISIANA,9240.0,545000,6.892857143,74,5.266227032,4658.285,0.2003853564547206
299,2018,CORN,LOUISIANA,9688.0,450000,6.392857143,76,7.10959773,4664.45,0.22858472998137802
300,2017,CORN,LOUISIANA,10304.0,490000,,75,5.617008201,4673.673,0.2765205091937765
301,2016,CORN,LOUISIANA,9240.0,550000,7.053571429,72,5.632353113,4681.346,0.36752136752136755
302,2015,CORN,LOUISIANA,9576.0,390000,6.964285714,74,4.674941549,4666.998,0.41414141414141414
303,2014,CORN,LOUISIANA,10248.0,390000,7.053571429,73,7.161797643,4645.938,0.37572254335260113
304,2013,CORN,LOUISIANA,9688.0,670000,6.875,72,6.624966131,4626.04,0.40756302521008403
305,2018,WHEAT,LOUISIANA,3900.0,10000,7.95,74,5.004074624,4664.45,0.22858472998137802
306,2017,WHEAT,LOUISIANA,2760.0,13000,7.65,78,6.345806011,4673.673,0.2765205091937765
307,2016,WHEAT,LOUISIANA,2700.0,20000,6.816666667,76,6.216814453,4681.346,0.36752136752136755
308,2015,WHEAT,LOUISIANA,2340.0,92000,6.416666667,74,5.921666758,4666.998,0.41414141414141414
309,2014,WHEAT,LOUISIANA,3720.0,150000,8.3,76,6.012719118,4645.938,0.37572254335260113
310,2013,WHEAT,LOUISIANA,3480.0,255000,10.86666667,75,4.684079249,4626.04,0.40756302521008403
311,2019,OATS,MAINE,2432.0,19000,9.21875,74,4.722222454,1364.517,0.2668711656441718
312,2018,OATS,MAINE,2144.0,19000,8.75,69,6.418062652,1340.123,0.2481371087928465
313,2017,OATS,MAINE,2144.0,21000,8.75,68,4.803564468,1335.743,0.24654088050314465
314,2016,OATS,MAINE,2272.0,22000,7.1875,77,4.608695247,1332.348,0.2669683257918552
315,2015,OATS,MAINE,2560.0,28000,6.25,79,5.611510977,1329.098,0.3333333333333333
316,2014,OATS,MAINE,2240.0,31000,7.34375,82,7.322097972,1331.217,0.3684210526315789
317,2013,OATS,MAINE,2144.0,26000,7.65625,82,5.023115055,1328.543,0.27485380116959063
318,2019,BARLEY,MAINE,3936.0,14000,6.666666667,70,6.574209678,1345.77,0.2668711656441718
319,2018,BARLEY,MAINE,3504.0,16000,6.041666667,71,4.807776749,1340.123,0.2481371087928465
320,2015,BARLEY,MAINE,4080.0,12000,8.125,71,4.760038039,1329.098,0.3333333333333333
321,2014,BARLEY,MAINE,3264.0,12000,7.395833333,74,5.180271502,1331.217,0.3684210526315789
322,2013,BARLEY,MAINE,2544.0,17000,8.645833333,69,4.895927306,1328.543,0.27485380116959063
323,2019,BARLEY,MARYLAND,4080.0,17000,6.979166667,59,5.982854523,6054.954,0.20415879017013233
324,2018,BARLEY,MARYLAND,3360.0,19000,5.416666667,66,5.457871273,6042.153,0.22310160427807488
325,2017,BARLEY,MARYLAND,3648.0,27000,6.041666667,68,4.759490199,6028.186,0.24001439366678662
326,2016,BARLEY,MARYLAND,3456.0,34000,5.604166667,69,7.342409555,6007.014,0.30742049469964666
327,2015,BARLEY,MARYLAND,3312.0,35000,5.729166667,71,4.820788186,5988.528,0.3662258392675483
328,2014,BARLEY,MARYLAND,3696.0,45000,7.5,71,6.242052013,5960.064,0.376453488372093
329,2013,BARLEY,MARYLAND,4080.0,52000,8.604166667,70,5.001038726,5925.197,0.311284046692607
330,2019,CORN,MARYLAND,9016.0,460000,7.678571429,63,5.661826398,6054.954,0.20415879017013233
331,2018,CORN,MARYLAND,8176.0,380000,6.857142857,61,4.672437054,6042.153,0.22310160427807488
332,2017,CORN,MARYLAND,9632.0,420000,7.178571429,59,6.471862118,6028.186,0.24001439366678662
333,2016,CORN,MARYLAND,8512.0,400000,5.892857143,59,5.384762927,6007.014,0.30742049469964666
334,2015,CORN,MARYLAND,9184.0,380000,5.857142857,66,5.859813416,5988.528,0.3662258392675483
335,2014,CORN,MARYLAND,9800.0,430000,6.178571429,68,6.962386495,5960.064,0.376453488372093
336,2013,CORN,MARYLAND,8848.0,420000,6.553571429,69,6.12166671,5925.197,0.311284046692607
337,2019,WHEAT,MARYLAND,4500.0,165000,6.8,67,4.603563116,6054.954,0.20415879017013233
338,2018,WHEAT,MARYLAND,3780.0,200000,8.166666667,66,6.979540061,6042.153,0.22310160427807488
339,2017,WHEAT,MARYLAND,4260.0,185000,7.966666667,66,7.064973419,6028.186,0.24001439366678662
340,2016,WHEAT,MARYLAND,3840.0,260000,6.733333333,65,5.16516459,6007.014,0.30742049469964666
341,2015,WHEAT,MARYLAND,3840.0,270000,8.133333333,64,5.111488821,5988.528,0.3662258392675483
342,2014,WHEAT,MARYLAND,4200.0,250000,8.7,62,5.374358869,5960.064,0.376453488372093
343,2013,WHEAT,MARYLAND,4020.0,260000,10.7,65,5.671419084,5925.197,0.311284046692607
344,2019,OATS,MICHIGAN,1824.0,25000,11.34375,72,6.842744374,10070.627,0.22982885085574573
345,2018,OATS,MICHIGAN,2016.0,50000,10.34375,73,6.876572503,9987.286,0.23504052422831523
346,2017,OATS,MICHIGAN,1728.0,40000,9.09375,75,6.151029296,9976.752,0.26508785332314744
347,2016,OATS,MICHIGAN,1856.0,30000,7.125,74,4.567446499,9954.117,0.3626588465298143
348,2015,OATS,MICHIGAN,2144.0,50000,6.15625,73,3.692863601,9934.483,0.3652694610778443
349,2014,OATS,MICHIGAN,2208.0,40000,10.625,77,4.371745575,9932.033,0.40106382978723404
350,2013,OATS,MICHIGAN,1984.0,30000,11.5,74,8.399135958,9914.802,0.3895184135977337
351,2019,BARLEY,MICHIGAN,2112.0,8000,6.25,73,8.050304395,9984.795,0.22982885085574573
352,2018,BARLEY,MICHIGAN,2064.0,3000,5.104166667,75,9.679240873,9987.286,0.23504052422831523
353,2015,BARLEY,MICHIGAN,2688.0,6000,6.041666667,74,6.974978386,9934.483,0.3652694610778443
354,2014,BARLEY,MICHIGAN,2544.0,8000,8.104166667,73,7.39389918,9932.033,0.40106382978723404
355,2013,BARLEY,MICHIGAN,2496.0,9000,9.895833333,77,6.68727523,9914.802,0.3895184135977337
356,2019,CORN,MICHIGAN,8232.0,1610000,6.660714286,72,8.985348193,9984.795,0.22982885085574573
357,2018,CORN,MICHIGAN,8512.0,1860000,6.892857143,73,5.87707519,9987.286,0.23504052422831523
358,2017,CORN,MICHIGAN,8904.0,1890000,7.982142857,75,7.707595055,9976.752,0.26508785332314744
359,2016,CORN,MICHIGAN,8792.0,2040000,5.982142857,74,4.524171562,9954.117,0.3626588465298143
360,2015,CORN,MICHIGAN,9072.0,2070000,6.053571429,73,9.926212291,9934.483,0.3652694610778443
361,2014,CORN,MICHIGAN,9016.0,2210000,6.142857143,77,6.455592696,9932.033,0.40106382978723404
362,2013,CORN,MICHIGAN,8680.0,2230000,6.785714286,74,8.016210782,9914.802,0.3895184135977337
363,2019,WHEAT,MICHIGAN,4260.0,490000,8.883333333,73,6.005242945,9984.795,0.22982885085574573
364,2018,WHEAT,MICHIGAN,4560.0,470000,7.916666667,75,7.437078236,9987.286,0.23504052422831523
365,2017,WHEAT,MICHIGAN,4740.0,425000,6.5,74,3.808429173,9976.752,0.26508785332314744
366,2016,WHEAT,MICHIGAN,5340.0,570000,6.033333333,73,5.818219385,9954.117,0.3626588465298143
367,2015,WHEAT,MICHIGAN,4860.0,475000,6.15,77,4.52363558,9934.483,0.3652694610778443
368,2014,WHEAT,MICHIGAN,4440.0,470000,9.683333333,70,3.510404312,9932.033,0.40106382978723404
369,2013,WHEAT,MICHIGAN,4500.0,590000,10.58333333,70,6.030447288,9914.802,0.3895184135977337
370,2019,OATS,MINNESOTA,1984.0,100000,8.21875,71,8.292875734,5710.578,0.19569471624266144
371,2018,OATS,MINNESOTA,1888.0,105000,7.78125,70,3.828031463,5608.762,0.23390364700585323
372,2017,OATS,MINNESOTA,2400.0,95000,6.71875,69,8.869532817,5569.283,0.29354838709677417
373,2016,OATS,MINNESOTA,2176.0,120000,6.3125,68,3.793575185,5525.36,0.31017964071856285
374,2015,OATS,MINNESOTA,2496.0,160000,6.28125,65,4.193189124,5484.002,0.32476319350473615
375,2014,OATS,MINNESOTA,2016.0,125000,10.0625,70,7.661537348,5452.665,0.3558201058201058
376,2013,OATS,MINNESOTA,1824.0,105000,11.8125,71,9.392694614,5414.722,0.34365325077399383
377,2019,BARLEY,MINNESOTA,3216.0,55000,9.125,71,5.993513566,5640.053,0.19569471624266144
378,2018,BARLEY,MINNESOTA,3648.0,50000,8.791666667,70,8.620107545,5608.762,0.23390364700585323
379,2017,BARLEY,MINNESOTA,3648.0,68000,9.020833333,69,9.45949344,5569.283,0.29354838709677417
380,2016,BARLEY,MINNESOTA,3168.0,79000,8.708333333,68,8.0344125,5525.36,0.31017964071856285
381,2015,BARLEY,MINNESOTA,3696.0,120000,11.125,65,5.414492777,5484.002,0.32476319350473615
382,2014,BARLEY,MINNESOTA,2496.0,60000,11.20833333,70,6.276004336,5452.665,0.3558201058201058
383,2013,BARLEY,MINNESOTA,3312.0,75000,12.95833333,71,9.160691747,5414.722,0.34365325077399383
384,2019,CORN,MINNESOTA,9744.0,7250000,5.821428571,71,7.702287236,5640.053,0.19569471624266144
385,2018,CORN,MINNESOTA,10192.0,7460000,,70,5.88509677,5608.762,0.23390364700585323
386,2017,CORN,MINNESOTA,10864.0,7630000,7.732142857,69,6.16496284,5569.283,0.29354838709677417
387,2016,CORN,MINNESOTA,10808.0,8000000,6.482142857,68,3.504752314,5525.36,0.31017964071856285
388,2015,CORN,MINNESOTA,10528.0,7600000,6.678571429,65,7.388007483,5484.002,0.32476319350473615
389,2014,CORN,MINNESOTA,8736.0,7550000,6.696428571,70,8.340398059,5452.665,0.3558201058201058
390,2013,CORN,MINNESOTA,8904.0,8140000,8.410714286,71,8.66077954,5414.722,0.34365325077399383
391,2019,WHEAT,MINNESOTA,3420.0,1400000,,71,8.18422855,5640.053,0.19569471624266144
392,2018,WHEAT,MINNESOTA,3540.0,1575000,8.216666667,70,5.131779302,5608.762,0.23390364700585323
393,2017,WHEAT,MINNESOTA,4014.0,1135000,6.783333333,69,6.294130313,5569.283,0.29354838709677417
394,2016,WHEAT,MINNESOTA,3540.0,1268000,5.333333333,68,7.991902443,5525.36,0.31017964071856285
395,2015,WHEAT,MINNESOTA,3594.0,1473000,7.9,65,8.923095695,5484.002,0.32476319350473615
396,2014,WHEAT,MINNESOTA,3288.0,1212000,10.11666667,70,6.878498176,5452.665,0.3558201058201058
397,2013,WHEAT,MINNESOTA,3402.0,1184000,11.65,71,5.243634849,5414.722,0.34365325077399383
398,2019,CORN,MISSISSIPPI,9744.0,615000,6.892857143,72,8.055908858,2978.227,0.21973094170403587
399,2018,CORN,MISSISSIPPI,10360.0,460000,7.339285714,71,4.397698806,2982.879,0.24390243902439024
400,2017,CORN,MISSISSIPPI,10584.0,500000,,75,5.952384957,2990.674,0.2545090180360721
401,2016,CORN,MISSISSIPPI,9296.0,720000,8.446428571,74,8.532078733,2990.595,0.375
402,2015,CORN,MISSISSIPPI,9800.0,490000,8.892857143,75,7.224193642,2990.231,0.34810126582278483
403,2014,CORN,MISSISSIPPI,10360.0,485000,9.571428571,76,4.931890506,2991.892,0.2783018867924528
404,2013,CORN,MISSISSIPPI,9856.0,830000,10.51785714,71,4.626212446,2989.839,0.28078817733990147
405,2019,WHEAT,MISSISSIPPI,2820.0,21000,8.25,73,9.406887533,2978.227,0.21973094170403587
406,2018,WHEAT,MISSISSIPPI,2940.0,30000,8.65,71,5.80428611,2982.879,0.24390243902439024
407,2017,WHEAT,MISSISSIPPI,3480.0,25000,7.8,72,8.35495812,2990.674,0.2545090180360721
408,2016,WHEAT,MISSISSIPPI,2880.0,50000,7.533333333,71,8.634929739,2990.595,0.375
409,2015,WHEAT,MISSISSIPPI,2880.0,120000,8.866666667,75,7.699200949,2990.231,0.34810126582278483
410,2014,WHEAT,MISSISSIPPI,3480.0,215000,9.366666667,74,5.261285926,2991.892,0.2783018867924528
411,2013,WHEAT,MISSISSIPPI,3480.0,385000,10.95,75,9.112771682,2989.839,0.28078817733990147
412,2019,OATS,MISSOURI,1504.0,6000,12.1875,70,9.93509073,6154.426,0.23804226918798665
413,2018,OATS,MISSOURI,1440.0,16000,9.375,71,8.914074888,6125.986,0.24736436101825662
414,2017,OATS,MISSOURI,2080.0,13000,10.15625,67,8.639586199,6111.382,0.27494014365522745
415,2016,OATS,MISSOURI,1920.0,19000,7.1875,68,8.621514073,6091.384,0.38395061728395063
416,2015,OATS,MISSOURI,2080.0,14000,8.59375,69,5.838508699,6075.411,0.3516998827667057
417,2014,OATS,MISSOURI,2080.0,13000,13.59375,70,3.532008668,6059.13,0.3373676248108926
418,2013,OATS,MISSOURI,1696.0,14000,12.03125,71,7.18530147,6042.989,0.33273056057866185
419,2019,CORN,MISSOURI,8680.0,2980000,6.553571429,70,6.89077995,6140.475,0.23804226918798665
420,2018,CORN,MISSOURI,7840.0,3300000,,71,7.165121109,6125.986,0.24736436101825662
421,2017,CORN,MISSOURI,9520.0,3250000,7.517857143,67,6.935804256,6111.382,0.27494014365522745
422,2016,CORN,MISSOURI,9128.0,3500000,6.589285714,68,7.196774236,6091.384,0.38395061728395063
423,2015,CORN,MISSOURI,7952.0,3080000,7.339285714,69,6.990095452,6075.411,0.3516998827667057
424,2014,CORN,MISSOURI,10416.0,3380000,7.375,70,7.064782138,6059.13,0.3373676248108926
425,2013,CORN,MISSOURI,7616.0,3200000,9.142857143,71,7.156563094,6042.989,0.33273056057866185
426,2019,WHEAT,MISSOURI,3780.0,390000,8.683333333,70,6.637677489,6140.475,0.23804226918798665
427,2018,WHEAT,MISSOURI,3540.0,520000,8.5,71,6.79385576,6125.986,0.24736436101825662
428,2017,WHEAT,MISSOURI,4080.0,540000,7.0,67,6.852884643,6111.382,0.27494014365522745
429,2016,WHEAT,MISSOURI,4200.0,570000,7.083333333,68,7.121571293,6091.384,0.38395061728395063
430,2015,WHEAT,MISSOURI,3180.0,610000,7.5,69,6.883308033,6075.411,0.3516998827667057
431,2014,WHEAT,MISSOURI,3480.0,740000,10.16666667,70,6.421271178,6059.13,0.3373676248108926
432,2013,WHEAT,MISSOURI,3420.0,985000,11.83333333,71,6.54450214,6042.989,0.33273056057866185
433,2019,OATS,MONTANA,1760.0,26000,9.8125,57,6.510840928,1087.211,0.2626728110599078
434,2018,OATS,MONTANA,1376.0,23000,8.46875,68,6.287380117,1061.818,0.24462061155152887
435,2017,OATS,MONTANA,1504.0,18000,8.9375,61,6.86308576,1053.862,0.23138832997987926
436,2016,OATS,MONTANA,1504.0,28000,10.0,68,6.78415271,1042.137,0.24203821656050956
437,2015,OATS,MONTANA,1696.0,22000,10.40625,65,6.769415888,1031.495,0.2694300518134715
438,2014,OATS,MONTANA,2208.0,16000,10.3125,60,6.320768488,1022.657,0.30612244897959184
439,2013,OATS,MONTANA,1728.0,22000,8.96875,68,6.705008504,1014.158,0.4262295081967213
440,2019,BARLEY,MONTANA,2832.0,760000,9.229166667,57,7.155685016,1070.123,0.2626728110599078
441,2018,BARLEY,MONTANA,2688.0,600000,9.625,68,6.991242362,1061.818,0.24462061155152887
442,2017,BARLEY,MONTANA,2448.0,565000,9.041666667,61,6.218923893,1053.862,0.23138832997987926
443,2016,BARLEY,MONTANA,2880.0,780000,10.66666667,68,7.199495368,1042.137,0.24203821656050956
444,2015,BARLEY,MONTANA,2496.0,860000,12.125,65,6.389882166,1031.495,0.2694300518134715
445,2014,BARLEY,MONTANA,2784.0,770000,11.10416667,60,6.623438282,1022.657,0.30612244897959184
446,2013,BARLEY,MONTANA,2496.0,830000,13.16666667,68,7.033012777,1014.158,0.4262295081967213
447,2019,CORN,MONTANA,5320.0,60000,6.607142857,57,6.904587016,1070.123,0.2626728110599078
448,2018,CORN,MONTANA,4760.0,68000,6.642857143,68,6.478557136,1061.818,0.24462061155152887
449,2017,CORN,MONTANA,3920.0,65000,6.089285714,61,7.063022095,1053.862,0.23138832997987926
450,2016,CORN,MONTANA,5600.0,55000,8.375,68,6.981758362,1042.137,0.24203821656050956
451,2015,CORN,MONTANA,6160.0,50000,7.839285714,65,6.227134139,1031.495,0.2694300518134715
452,2014,CORN,MONTANA,5600.0,75000,8.589285714,60,6.232836962,1022.657,0.30612244897959184
453,2013,CORN,MONTANA,6440.0,75000,9.517857143,68,7.140437859,1014.158,0.4262295081967213
454,2019,WHEAT,MONTANA,2544.0,5135000,7.616666667,57,6.42937879,1070.123,0.2626728110599078
455,2018,WHEAT,MONTANA,2298.0,5165000,8.166666667,68,6.248900919,1061.818,0.24462061155152887
456,2017,WHEAT,MONTANA,1638.0,4665000,7.716666667,61,6.619891498,1053.862,0.23138832997987926
457,2016,WHEAT,MONTANA,2544.0,4975000,6.733333333,68,6.377568542,1042.137,0.24203821656050956
458,2015,WHEAT,MONTANA,2106.0,5365000,7.666666667,65,6.415459592,1031.495,0.2694300518134715
459,2014,WHEAT,MONTANA,2226.0,5650000,8.166666667,60,6.320662012,1022.657,0.30612244897959184
460,2013,WHEAT,MONTANA,2340.0,5165000,11.41666667,68,6.978400282,1014.158,0.4262295081967213
461,2019,OATS,NEBRASKA,2016.0,18000,9.65625,65,7.085982325,1963.273,0.19607843137254902
462,2018,OATS,NEBRASKA,2208.0,22000,8.90625,69,6.698574085,1925.512,0.23240033927056827
463,2017,OATS,NEBRASKA,1568.0,35000,8.1875,59,6.594739424,1916.998,0.25753768844221103
464,2016,OATS,NEBRASKA,1920.0,25000,7.03125,59,6.647965508,1906.483,0.41901408450704225
465,2015,OATS,NEBRASKA,2144.0,40000,6.875,67,7.120032489,1892.059,0.3094170403587444
466,2014,OATS,NEBRASKA,2560.0,30000,9.40625,69,6.91380932,1879.955,0.33668341708542715
467,2013,OATS,NEBRASKA,2080.0,25000,13.0625,65,7.073048264,1865.813,0.3763440860215054
468,2019,CORN,NEBRASKA,10192.0,9810000,6.285714286,65,6.86483915,1932.571,0.19607843137254902
469,2018,CORN,NEBRASKA,10752.0,9300000,6.196428571,69,6.487124217,1925.512,0.23240033927056827
470,2017,CORN,NEBRASKA,10136.0,9300000,6.357142857,59,6.605733068,1916.998,0.25753768844221103
471,2016,CORN,NEBRASKA,9968.0,9550000,6.107142857,59,6.860602782,1906.483,0.41901408450704225
472,2015,CORN,NEBRASKA,10360.0,9150000,6.589285714,67,6.41874299,1892.059,0.3094170403587444
473,2014,CORN,NEBRASKA,10024.0,8950000,7.053571429,69,6.365513634,1879.955,0.33668341708542715
474,2013,CORN,NEBRASKA,9464.0,9550000,8.232142857,65,6.556372966,1865.813,0.3763440860215054
475,2019,WHEAT,NEBRASKA,3420.0,970000,8.566666667,65,6.626629798,1932.571,0.19607843137254902
476,2018,WHEAT,NEBRASKA,2940.0,1010000,8.466666667,69,6.702772465,1925.512,0.23240033927056827
477,2017,WHEAT,NEBRASKA,2760.0,1020000,7.566666667,59,7.011030515,1916.998,0.25753768844221103
478,2016,WHEAT,NEBRASKA,3240.0,1310000,6.916666667,59,6.890156495,1906.483,0.41901408450704225
479,2015,WHEAT,NEBRASKA,2280.0,1210000,9.35,67,6.821747052,1892.059,0.3094170403587444
480,2014,WHEAT,NEBRASKA,2940.0,1450000,9.566666667,69,7.183189922,1879.955,0.33668341708542715
481,2013,WHEAT,NEBRASKA,2100.0,1140000,11.18333333,65,6.27258822,1865.813,0.3763440860215054
482,2018,WHEAT,NEVADA,6750.0,8000,8.75,54,6.679127482,3030.725,0.21251310730513806
483,2017,WHEAT,NEVADA,6342.0,14000,9.6,52,6.689825155,2972.097,0.24127906976744187
484,2016,WHEAT,NEVADA,4338.0,9000,7.816666667,30,6.583381939,2919.555,0.3361884368308351
485,2015,WHEAT,NEVADA,4878.0,8000,7.816666667,51,6.725551062,2868.531,0.3346693386773547
486,2014,WHEAT,NEVADA,6300.0,10000,9.133333333,49,7.069747814,2818.935,0.2974559686888454
487,2013,WHEAT,NEVADA,5220.0,15000,11.13333333,48,6.921993878,2776.956,0.32753623188405795
488,2019,CORN,NEW JERSEY,8680.0,68000,7.678571429,48,7.454532137,8891.258,0.22693877551020408
489,2018,CORN,NEW JERSEY,7896.0,60000,6.785714286,51,7.040056094,8891.73,0.2238927265339293
490,2017,CORN,NEW JERSEY,9352.0,70000,5.910714286,54,7.418650668,8888.147,0.23371900826446282
491,2016,CORN,NEW JERSEY,8120.0,71000,7.303571429,49,6.501869314,8873.584,0.2978030919446705
492,2015,CORN,NEW JERSEY,8232.0,72000,6.928571429,48,6.814410928,8870.312,0.3099510603588907
493,2014,CORN,NEW JERSEY,8792.0,79000,6.839285714,50,7.581442888,8867.277,0.3367741935483871
494,2013,CORN,NEW JERSEY,7784.0,80000,8.821428571,35,7.741418772,8857.821,0.3223787167449139
495,2019,WHEAT,NEW JERSEY,3960.0,14000,8.616666667,54,7.22405917,8891.258,0.22693877551020408
496,2018,WHEAT,NEW JERSEY,3720.0,15000,8.133333333,49,7.551364319,8891.73,0.2238927265339293
497,2017,WHEAT,NEW JERSEY,3840.0,17000,7.166666667,48,6.928898659,8888.147,0.23371900826446282
498,2016,WHEAT,NEW JERSEY,3840.0,21000,7.45,50,7.747775263,8873.584,0.2978030919446705
499,2015,WHEAT,NEW JERSEY,3000.0,20000,8.433333333,35,6.706505915,8870.312,0.3099510603588907
500,2014,WHEAT,NEW JERSEY,3180.0,25000,9.583333333,52,6.668238556,8867.277,0.3367741935483871
501,2013,WHEAT,NEW JERSEY,3240.0,29000,11.53333333,48,7.332375138,8857.821,0.3223787167449139
502,2019,CORN,NEW MEXICO,7560.0,48000,7.857142857,52,6.919243702,2099.634,0.2318181818181818
503,2018,CORN,NEW MEXICO,10472.0,35000,6.571428571,53,7.187721818,2093.754,0.20629820051413883
504,2017,CORN,NEW MEXICO,7504.0,43000,5.857142857,51,7.075886472,2092.844,0.2217607973421927
505,2016,CORN,NEW MEXICO,8400.0,41000,7.017857143,50,6.74441168,2092.555,0.2681992337164751
506,2015,CORN,NEW MEXICO,10080.0,40000,6.785714286,48,6.726469088,2090.071,0.2814814814814815
507,2014,CORN,NEW MEXICO,10920.0,48000,6.517857143,49,6.628264883,2090.236,0.24867724867724866
508,2013,CORN,NEW MEXICO,10640.0,38000,8.053571429,52,7.127064207,2092.833,0.34615384615384615
509,2019,WHEAT,NEW MEXICO,1800.0,110000,7.816666667,52,7.397190844,2099.634,0.2318181818181818
510,2018,WHEAT,NEW MEXICO,900.0,105000,8.066666667,53,6.880245789,2093.754,0.20629820051413883
511,2017,WHEAT,NEW MEXICO,1800.0,135000,7.45,51,6.581313137,2092.844,0.2217607973421927
512,2016,WHEAT,NEW MEXICO,1320.0,210000,6.65,50,7.296972161,2092.555,0.2681992337164751
513,2015,WHEAT,NEW MEXICO,1500.0,190000,6.866666667,48,6.97297656,2090.071,0.2814814814814815
514,2014,WHEAT,NEW MEXICO,1680.0,105000,8.933333333,49,7.241148507,2090.236,0.24867724867724866
515,2013,WHEAT,NEW MEXICO,2640.0,100000,10.91666667,52,6.92009048,2092.833,0.34615384615384615
516,2019,OATS,NEW YORK,1920.0,39000,11.28125,63,6.808041722,20104.71,0.2508108108108108
517,2018,OATS,NEW YORK,1728.0,43000,9.125,68,7.393631868,19544.098,0.24053306512446568
518,2017,OATS,NEW YORK,1760.0,35000,6.875,63,7.69950698,19593.849,0.2906364651459563
519,2016,OATS,NEW YORK,1760.0,60000,6.78125,73,6.602888249,19636.391,0.3306845965770171
520,2015,OATS,NEW YORK,1856.0,40000,7.21875,72,6.734447425,19657.321,0.3383983572895277
521,2014,OATS,NEW YORK,2016.0,40000,11.4375,62,6.521217963,19653.431,0.3651252408477842
522,2013,OATS,NEW YORK,2144.0,46000,11.25,63,7.707332484,19626.488,0.3426343865408289
523,2019,BARLEY,NEW YORK,2496.0,4000,8.020833333,72,7.17620823,19463.131,0.2508108108108108
524,2018,BARLEY,NEW YORK,2784.0,8000,6.041666667,63,6.593961761,19544.098,0.24053306512446568
525,2015,BARLEY,NEW YORK,2160.0,9000,8.75,68,7.143942758,19657.321,0.3383983572895277
526,2014,BARLEY,NEW YORK,2256.0,8000,7.708333333,63,6.690655045,19653.431,0.3651252408477842
527,2013,BARLEY,NEW YORK,2496.0,8000,9.604166667,73,7.423530351,19626.488,0.3426343865408289
528,2019,CORN,NEW YORK,8848.0,520000,7.5,65,7.322555223,19463.131,0.2508108108108108
