,Year,Commodity,State,Yield_lb_per_acre,Acres_Harvested,Price_in_CWT,HUMIDITY_%,PH_soil_type,Population,prop_believer,prop_denier,prop_neutral
197,2015,WHEAT,IDAHO,4644.0,1155000,12.36666667,59,7.811997977,1652.495,0.5631578947368421,0.15789473684210525,0.2789473684210526
198,2014,WHEAT,IDAHO,4704.0,1196000,12.5,58,6.317153205,1632.248,0.3068181818181818,0.22727272727272727,0.4659090909090909
199,2013,WHEAT,IDAHO,4932.0,1261000,13.31666667,56,7.114405288,1612.053,0.29310344827586204,0.2413793103448276,0.46551724137931033
200,2019,OATS,ILLINOIS,2080.0,10000,12.8125,72,8.861479668,12790.357,0.76,0.0744,0.1656
201,2018,OATS,ILLINOIS,2656.0,25000,9.75,71,7.861128148,12724.685,0.6400999091734787,0.09480018165304269,0.26509990917347864
202,2017,OATS,ILLINOIS,2528.0,20000,10.59375,70,7.4526709,12779.893,0.7140530858166423,0.07523204689789936,0.2107148672854584
203,2016,OATS,ILLINOIS,2592.0,20000,7.5,68,7.168096055,12821.709,0.5306649451258877,0.10716591349257586,0.3621691413815365
204,2015,OATS,ILLINOIS,2464.0,25000,9.03125,69,7.26311855,12859.585,0.4866623292127521,0.14118412491867274,0.37215354586857513
205,2014,OATS,ILLINOIS,2560.0,25000,14.3125,70,5.68597166,12885.092,0.3528072837632777,0.15629742033383914,0.49089529590288317
206,2013,OATS,ILLINOIS,2208.0,25000,12.71875,69,5.759237003,12895.778,0.3040816326530612,0.16020408163265307,0.5357142857142857
207,2019,CORN,ILLINOIS,10136.0,10200000,6.339285714,70,5.949949081,12667.017,0.76,0.0744,0.1656
208,2018,CORN,ILLINOIS,11760.0,10800000,,68,5.789214289,12724.685,0.6400999091734787,0.09480018165304269,0.26509990917347864
209,2017,CORN,ILLINOIS,11256.0,10950000,,69,5.581021521,12779.893,0.7140530858166423,0.07523204689789936,0.2107148672854584
210,2016,CORN,ILLINOIS,11032.0,11450000,6.607142857,70,5.689858133,12821.709,0.5306649451258877,0.10716591349257586,0.3621691413815365
211,2015,CORN,ILLINOIS,9800.0,11500000,6.535714286,69,5.794158504,12859.585,0.4866623292127521,0.14118412491867274,0.37215354586857513
212,2014,CORN,ILLINOIS,11200.0,11750000,7.0,72,5.748190463,12885.092,0.3528072837632777,0.15629742033383914,0.49089529590288317
213,2013,CORN,ILLINOIS,9968.0,11800000,6.803571429,72,5.566522896,12895.778,0.3040816326530612,0.16020408163265307,0.5357142857142857
214,2019,WHEAT,ILLINOIS,4020.0,550000,8.383333333,69,5.792744849,12667.017,0.76,0.0744,0.1656
215,2018,WHEAT,ILLINOIS,3960.0,560000,7.683333333,70,5.912289889,12724.685,0.6400999091734787,0.09480018165304269,0.26509990917347864
216,2017,WHEAT,ILLINOIS,4560.0,470000,6.466666667,69,5.788386951,12779.893,0.7140530858166423,0.07523204689789936,0.2107148672854584
217,2016,WHEAT,ILLINOIS,4440.0,470000,5.133333333,72,5.728233081,12821.709,0.5306649451258877,0.10716591349257586,0.3621691413815365
218,2015,WHEAT,ILLINOIS,3900.0,520000,7.15,72,5.833940084,12859.585,0.4866623292127521,0.14118412491867274,0.37215354586857513
219,2014,WHEAT,ILLINOIS,4020.0,670000,9.8,71,5.967533236,12885.092,0.3528072837632777,0.15629742033383914,0.49089529590288317
220,2013,WHEAT,ILLINOIS,4020.0,840000,11.61666667,70,5.625096446,12895.778,0.3040816326530612,0.16020408163265307,0.5357142857142857
221,2015,OATS,INDIANA,1888.0,5000,9.78125,70,5.515615023,6611.442,0.4446529080675422,0.15572232645403378,0.399624765478424
222,2014,OATS,INDIANA,2368.0,10000,14.21875,72,5.954665349,6596.019,0.3024390243902439,0.2048780487804878,0.4926829268292683
223,2013,OATS,INDIANA,2272.0,10000,13.28125,72,5.74644777,6570.575,0.27655310621242485,0.20240480961923848,0.5210420841683366
224,2019,CORN,INDIANA,9464.0,4770000,6.857142857,73,5.635231778,6731.01,0.7080957810718358,0.09122006841505131,0.2006841505131129
225,2018,CORN,INDIANA,10584.0,5120000,7.892857143,69,5.679224346,6698.481,0.5966887417218543,0.1294701986754967,0.273841059602649
226,2017,CORN,INDIANA,10080.0,5200000,8.125,68,5.670062975,6662.068,0.6703755215577191,0.10477515067222995,0.22484932777005098
227,2016,CORN,INDIANA,9688.0,5470000,7.071428571,70,5.724242065,6637.898,0.47855917667238423,0.14408233276157806,0.37735849056603776
228,2015,CORN,INDIANA,8400.0,5480000,6.625,72,5.811314232,6611.442,0.4446529080675422,0.15572232645403378,0.399624765478424
229,2014,CORN,INDIANA,10528.0,5770000,7.5,72,5.783425416,6596.019,0.3024390243902439,0.2048780487804878,0.4926829268292683
230,2013,CORN,INDIANA,9912.0,5830000,7.892857143,72,5.607808432,6570.575,0.27655310621242485,0.20240480961923848,0.5210420841683366
231,2019,WHEAT,INDIANA,3720.0,260000,8.433333333,69,5.502999119,6731.01,0.7080957810718358,0.09122006841505131,0.2006841505131129
232,2018,WHEAT,INDIANA,4260.0,260000,8.166666667,68,5.821649914,6698.481,0.5966887417218543,0.1294701986754967,0.273841059602649
233,2017,WHEAT,INDIANA,4440.0,240000,7.716666667,70,5.711439256,6662.068,0.6703755215577191,0.10477515067222995,0.22484932777005098
234,2016,WHEAT,INDIANA,4860.0,280000,6.733333333,72,5.514927264,6637.898,0.47855917667238423,0.14408233276157806,0.37735849056603776
235,2015,WHEAT,INDIANA,4080.0,260000,7.666666667,72,5.99616119,6611.442,0.4446529080675422,0.15572232645403378,0.399624765478424
236,2014,WHEAT,INDIANA,4560.0,335000,8.166666667,72,5.695422863,6596.019,0.3024390243902439,0.2048780487804878,0.4926829268292683
237,2013,WHEAT,INDIANA,4380.0,435000,11.33333333,71,5.833010958,6570.575,0.27655310621242485,0.20240480961923848,0.5210420841683366
238,2019,OATS,IOWA,1856.0,69000,11.03125,71,5.659254981,3190.904,0.7335907335907336,0.08301158301158301,0.1833976833976834
239,2018,OATS,IOWA,2016.0,33000,9.15625,68,5.945465949,3149.9,0.5797773654916512,0.15630797773654917,0.26391465677179965
240,2017,OATS,IOWA,2464.0,42000,7.9375,70,5.951177452,3143.734,0.6597869507323568,0.12916111850865514,0.211051930758988
241,2016,OATS,IOWA,2432.0,43000,7.875,68,5.520880014,3133.21,0.5548098434004475,0.10961968680089486,0.33557046979865773
242,2015,OATS,IOWA,2336.0,57000,8.03125,67,5.578410206,3122.541,0.5052910052910053,0.12962962962962962,0.36507936507936506
243,2014,OATS,IOWA,2048.0,55000,11.25,67,5.608165195,3110.643,0.3460410557184751,0.20821114369501467,0.44574780058651026
244,2013,OATS,IOWA,2112.0,60000,12.28125,69,5.609435128,3093.935,0.2892857142857143,0.25,0.4607142857142857
245,2019,CORN,IOWA,11088.0,12950000,6.25,71,5.717143397,3159.596,0.7335907335907336,0.08301158301158301,0.1833976833976834
246,2018,CORN,IOWA,10976.0,12750000,6.464285714,71,5.542690119,3149.9,0.5797773654916512,0.15630797773654917,0.26391465677179965
247,2017,CORN,IOWA,11312.0,12900000,6.5,68,5.858617867,3143.734,0.6597869507323568,0.12916111850865514,0.211051930758988
248,2016,CORN,IOWA,11368.0,13500000,,70,5.618844277,3133.21,0.5548098434004475,0.10961968680089486,0.33557046979865773
249,2015,CORN,IOWA,10752.0,13050000,6.910714286,68,5.606620346,3122.541,0.5052910052910053,0.12962962962962962,0.36507936507936506
250,2014,CORN,IOWA,9968.0,13300000,8.357142857,67,5.582178402,3110.643,0.3460410557184751,0.20821114369501467,0.44574780058651026
251,2013,CORN,IOWA,9184.0,13050000,7.375,67,5.56503533,3093.935,0.2892857142857143,0.25,0.4607142857142857
252,2018,WHEAT,IOWA,3480.0,6000,7.333333333,69,5.889614577,3149.9,0.5797773654916512,0.15630797773654917,0.26391465677179965
253,2017,WHEAT,IOWA,4080.0,8000,6.666666667,69,5.934136378,3143.734,0.6597869507323568,0.12916111850865514,0.211051930758988
254,2016,WHEAT,IOWA,3780.0,17000,6.5,70,5.683548308,3133.21,0.5548098434004475,0.10961968680089486,0.33557046979865773
255,2015,WHEAT,IOWA,3120.0,15000,6.916666667,71,5.70836603,3122.541,0.5052910052910053,0.12962962962962962,0.36507936507936506
256,2014,WHEAT,IOWA,2940.0,15000,8.5,72,5.948164454,3110.643,0.3460410557184751,0.20821114369501467,0.44574780058651026
257,2013,WHEAT,IOWA,3120.0,21000,9.583333333,66,5.774755144,3093.935,0.2892857142857143,0.25,0.4607142857142857
258,2019,OATS,KANSAS,2048.0,18000,10.625,62,5.655726817,2938.124,0.7386666666666667,0.10133333333333333,0.16
259,2018,OATS,KANSAS,1568.0,18000,10.375,61,5.591704014,2912.748,0.6495786516853933,0.11306179775280899,0.23735955056179775
260,2017,OATS,KANSAS,1728.0,25000,9.15625,67,5.932323085,2910.892,0.6454545454545455,0.1404040404040404,0.21414141414141413
261,2016,OATS,KANSAS,1824.0,30000,5.53125,62,5.824208309,2912.977,0.51,0.12666666666666668,0.36333333333333334
262,2015,OATS,KANSAS,2080.0,40000,7.96875,61,5.86442953,2910.717,0.3492822966507177,0.14354066985645933,0.507177033492823
263,2014,OATS,KANSAS,1792.0,15000,11.28125,68,5.866744372,2901.861,0.2937062937062937,0.23426573426573427,0.47202797202797203
264,2013,OATS,KANSAS,1344.0,20000,13.28125,67,5.706198621,2894.306,0.2670807453416149,0.2236024844720497,0.5093167701863354
265,2019,BARLEY,KANSAS,1584.0,4000,5.104166667,62,5.82738029,2912.635,0.7386666666666667,0.10133333333333333,0.16
266,2018,BARLEY,KANSAS,1488.0,6000,6.666666667,61,5.514234138,2912.748,0.6495786516853933,0.11306179775280899,0.23735955056179775
267,2015,BARLEY,KANSAS,1872.0,8000,5.3125,67,5.662699104,2910.717,0.3492822966507177,0.14354066985645933,0.507177033492823
268,2014,BARLEY,KANSAS,1680.0,10000,10.9375,62,5.86390397,2901.861,0.2937062937062937,0.23426573426573427,0.47202797202797203
269,2013,BARLEY,KANSAS,2256.0,11000,9.416666667,61,5.624690248,2894.306,0.2670807453416149,0.2236024844720497,0.5093167701863354
270,2019,CORN,KANSAS,7448.0,6020000,6.357142857,68,5.961934481,2912.635,0.7386666666666667,0.10133333333333333,0.16
271,2018,CORN,KANSAS,7224.0,4980000,6.75,64,5.690065688,2912.748,0.6495786516853933,0.11306179775280899,0.23735955056179775
272,2017,CORN,KANSAS,7392.0,5200000,7.5,62,5.698371311,2910.892,0.6454545454545455,0.1404040404040404,0.21414141414141413
273,2016,CORN,KANSAS,7952.0,4920000,7.071428571,61,5.59503163,2912.977,0.51,0.12666666666666668,0.36333333333333334
274,2015,CORN,KANSAS,8288.0,3920000,7.142857143,67,5.525904526,2910.717,0.3492822966507177,0.14354066985645933,0.507177033492823
275,2014,CORN,KANSAS,8344.0,3800000,7.232142857,62,5.819403771,2901.861,0.2937062937062937,0.23426573426573427,0.47202797202797203
276,2013,CORN,KANSAS,7056.0,4000000,6.964285714,61,5.562201934,2894.306,0.2670807453416149,0.2236024844720497,0.5093167701863354
277,2019,WHEAT,KANSAS,3120.0,6700000,8.25,68,5.985792703,2912.635,0.7386666666666667,0.10133333333333333,0.16
278,2018,WHEAT,KANSAS,2280.0,7300000,8.0,64,6.09186275,2912.748,0.6495786516853933,0.11306179775280899,0.23735955056179775
279,2017,WHEAT,KANSAS,2880.0,6950000,6.833333333,62,5.624731338,2910.892,0.6454545454545455,0.1404040404040404,0.21414141414141413
280,2016,WHEAT,KANSAS,3420.0,8200000,6.75,61,6.446091759,2912.977,0.51,0.12666666666666668,0.36333333333333334
281,2015,WHEAT,KANSAS,2220.0,8700000,7.666666667,67,5.623490043,2910.717,0.3492822966507177,0.14354066985645933,0.507177033492823
282,2014,WHEAT,KANSAS,1680.0,8800000,8.916666667,62,5.864623352,2901.861,0.2937062937062937,0.23426573426573427,0.47202797202797203
283,2013,WHEAT,KANSAS,2280.0,8450000,10.83333333,61,5.761702519,2894.306,0.2670807453416149,0.2236024844720497,0.5093167701863354
284,2019,CORN,KENTUCKY,9464.0,1450000,7.0,69,5.833031708,4472.345,0.710431654676259,0.08992805755395683,0.19964028776978418
285,2018,CORN,KENTUCKY,9800.0,1220000,6.410714286,68,7.339320929,4464.273,0.5781567194478279,0.14129110840438489,0.28055217214778727
286,2017,CORN,KENTUCKY,9968.0,1220000,6.017857143,68,6.347929353,4455.59,0.6614759647935003,0.1049424509140149,0.23358158429248477
287,2016,CORN,KENTUCKY,8904.0,1400000,7.232142857,65,4.697750704,4440.306,0.4826254826254826,0.222007722007722,0.2953667953667954
288,2015,CORN,KENTUCKY,9632.0,1310000,8.410714286,70,4.962661422,4429.126,0.38444924406047515,0.1879049676025918,0.42764578833693306
289,2014,CORN,KENTUCKY,8848.0,1430000,7.678571429,71,4.964887857,4416.992,0.2415966386554622,0.21428571428571427,0.5441176470588235
290,2013,CORN,KENTUCKY,9520.0,1430000,8.75,70,5.642813116,4406.906,0.31265508684863524,0.20347394540942929,0.4838709677419355
291,2019,WHEAT,KENTUCKY,4560.0,330000,,68,6.413543781,4472.345,0.710431654676259,0.08992805755395683,0.19964028776978418
292,2018,WHEAT,KENTUCKY,3960.0,300000,8.583333333,68,6.007508163,4464.273,0.5781567194478279,0.14129110840438489,0.28055217214778727
293,2017,WHEAT,KENTUCKY,4620.0,310000,7.733333333,65,4.946369874,4455.59,0.6614759647935003,0.1049424509140149,0.23358158429248477
294,2016,WHEAT,KENTUCKY,4800.0,400000,6.833333333,70,5.517208078,4440.306,0.4826254826254826,0.222007722007722,0.2953667953667954
295,2015,WHEAT,KENTUCKY,4380.0,440000,8.383333333,71,5.902103172,4429.126,0.38444924406047515,0.1879049676025918,0.42764578833693306
296,2014,WHEAT,KENTUCKY,4260.0,510000,10.26666667,64,5.719889876,4416.992,0.2415966386554622,0.21428571428571427,0.5441176470588235
297,2013,WHEAT,KENTUCKY,4500.0,610000,11.75,66,4.548202098,4406.906,0.31265508684863524,0.20347394540942929,0.4838709677419355
298,2019,CORN,LOUISIANA,9240.0,545000,6.892857143,74,5.266227032,4658.285,0.720616570327553,0.08092485549132948,0.19845857418111754
299,2018,CORN,LOUISIANA,9688.0,450000,6.392857143,76,7.10959773,4664.45,0.6000931098696461,0.1266294227188082,0.2732774674115456
300,2017,CORN,LOUISIANA,10304.0,490000,,75,5.617008201,4673.673,0.6697312588401697,0.12588401697312587,0.2043847241867044
301,2016,CORN,LOUISIANA,9240.0,550000,7.053571429,72,5.632353113,4681.346,0.4301994301994302,0.14245014245014245,0.42735042735042733
302,2015,CORN,LOUISIANA,9576.0,390000,6.964285714,74,4.674941549,4666.998,0.40404040404040403,0.15151515151515152,0.4444444444444444
303,2014,CORN,LOUISIANA,10248.0,390000,7.053571429,73,7.161797643,4645.938,0.25722543352601157,0.22832369942196531,0.5144508670520231
304,2013,CORN,LOUISIANA,9688.0,670000,6.875,72,6.624966131,4626.04,0.23949579831932774,0.1722689075630252,0.5882352941176471
305,2018,WHEAT,LOUISIANA,3900.0,10000,7.95,74,5.004074624,4664.45,0.6000931098696461,0.1266294227188082,0.2732774674115456
306,2017,WHEAT,LOUISIANA,2760.0,13000,7.65,78,6.345806011,4673.673,0.6697312588401697,0.12588401697312587,0.2043847241867044
307,2016,WHEAT,LOUISIANA,2700.0,20000,6.816666667,76,6.216814453,4681.346,0.4301994301994302,0.14245014245014245,0.42735042735042733
308,2015,WHEAT,LOUISIANA,2340.0,92000,6.416666667,74,5.921666758,4666.998,0.40404040404040403,0.15151515151515152,0.4444444444444444
309,2014,WHEAT,LOUISIANA,3720.0,150000,8.3,76,6.012719118,4645.938,0.25722543352601157,0.22832369942196531,0.5144508670520231
310,2013,WHEAT,LOUISIANA,3480.0,255000,10.86666667,75,4.684079249,4626.04,0.23949579831932774,0.1722689075630252,0.5882352941176471
311,2019,OATS,MAINE,2432.0,19000,9.21875,74,4.722222454,1364.517,0.6257668711656442,0.13803680981595093,0.2361963190184049
312,2018,OATS,MAINE,2144.0,19000,8.75,69,6.418062652,1340.123,0.7041728763040238,0.10879284649776454,0.1870342771982116
313,2017,OATS,MAINE,2144.0,21000,8.75,68,4.803564468,1335.743,0.7169811320754716,0.10062893081761007,0.18238993710691823
314,2016,OATS,MAINE,2272.0,22000,7.1875,77,4.608695247,1332.348,0.6425339366515838,0.10407239819004525,0.25339366515837103
315,2015,OATS,MAINE,2560.0,28000,6.25,79,5.611510977,1329.098,0.5281385281385281,0.16017316017316016,0.3116883116883117
316,2014,OATS,MAINE,2240.0,31000,7.34375,82,7.322097972,1331.217,0.3684210526315789,0.22966507177033493,0.4019138755980861
317,2013,OATS,MAINE,2144.0,26000,7.65625,82,5.023115055,1328.543,0.36257309941520466,0.23391812865497075,0.40350877192982454
318,2019,BARLEY,MAINE,3936.0,14000,6.666666667,70,6.574209678,1345.77,0.6257668711656442,0.13803680981595093,0.2361963190184049
319,2018,BARLEY,MAINE,3504.0,16000,6.041666667,71,4.807776749,1340.123,0.7041728763040238,0.10879284649776454,0.1870342771982116
320,2015,BARLEY,MAINE,4080.0,12000,8.125,71,4.760038039,1329.098,0.5281385281385281,0.16017316017316016,0.3116883116883117
321,2014,BARLEY,MAINE,3264.0,12000,7.395833333,74,5.180271502,1331.217,0.3684210526315789,0.22966507177033493,0.4019138755980861
322,2013,BARLEY,MAINE,2544.0,17000,8.645833333,69,4.895927306,1328.543,0.36257309941520466,0.23391812865497075,0.40350877192982454
323,2019,BARLEY,MARYLAND,4080.0,17000,6.979166667,59,5.982854523,6054.954,0.7703213610586012,0.07844990548204159,0.15122873345935728
324,2018,BARLEY,MARYLAND,3360.0,19000,5.416666667,66,5.457871273,6042.153,0.6690909090909091,0.08491978609625668,0.24598930481283424
325,2017,BARLEY,MARYLAND,3648.0,27000,6.041666667,68,4.759490199,6028.186,0.7189636559913638,0.07664627563871897,0.20439006836991724
326,2016,BARLEY,MARYLAND,3456.0,34000,5.604166667,69,7.342409555,6007.014,0.5995288574793876,0.09658421672555949,0.303886925795053
327,2015,BARLEY,MARYLAND,3312.0,35000,5.729166667,71,4.820788186,5988.528,0.4547304170905392,0.17192268565615462,0.3733468972533062
328,2014,BARLEY,MARYLAND,3696.0,45000,7.5,71,6.242052013,5960.064,0.3997093023255814,0.18313953488372092,0.4171511627906977
329,2013,BARLEY,MARYLAND,4080.0,52000,8.604166667,70,5.001038726,5925.197,0.3463035019455253,0.17315175097276264,0.4805447470817121
330,2019,CORN,MARYLAND,9016.0,460000,7.678571429,63,5.661826398,6054.954,0.7703213610586012,0.07844990548204159,0.15122873345935728
331,2018,CORN,MARYLAND,8176.0,380000,6.857142857,61,4.672437054,6042.153,0.6690909090909091,0.08491978609625668,0.24598930481283424
332,2017,CORN,MARYLAND,9632.0,420000,7.178571429,59,6.471862118,6028.186,0.7189636559913638,0.07664627563871897,0.20439006836991724
333,2016,CORN,MARYLAND,8512.0,400000,5.892857143,59,5.384762927,6007.014,0.5995288574793876,0.09658421672555949,0.303886925795053
334,2015,CORN,MARYLAND,9184.0,380000,5.857142857,66,5.859813416,5988.528,0.4547304170905392,0.17192268565615462,0.3733468972533062
335,2014,CORN,MARYLAND,9800.0,430000,6.178571429,68,6.962386495,5960.064,0.3997093023255814,0.18313953488372092,0.4171511627906977
336,2013,CORN,MARYLAND,8848.0,420000,6.553571429,69,6.12166671,5925.197,0.3463035019455253,0.17315175097276264,0.4805447470817121
337,2019,WHEAT,MARYLAND,4500.0,165000,6.8,67,4.603563116,6054.954,0.7703213610586012,0.07844990548204159,0.15122873345935728
338,2018,WHEAT,MARYLAND,3780.0,200000,8.166666667,66,6.979540061,6042.153,0.6690909090909091,0.08491978609625668,0.24598930481283424
339,2017,WHEAT,MARYLAND,4260.0,185000,7.966666667,66,7.064973419,6028.186,0.7189636559913638,0.07664627563871897,0.20439006836991724
340,2016,WHEAT,MARYLAND,3840.0,260000,6.733333333,65,5.16516459,6007.014,0.5995288574793876,0.09658421672555949,0.303886925795053
341,2015,WHEAT,MARYLAND,3840.0,270000,8.133333333,64,5.111488821,5988.528,0.4547304170905392,0.17192268565615462,0.3733468972533062
342,2014,WHEAT,MARYLAND,4200.0,250000,8.7,62,5.374358869,5960.064,0.3997093023255814,0.18313953488372092,0.4171511627906977
343,2013,WHEAT,MARYLAND,4020.0,260000,10.7,65,5.671419084,5925.197,0.3463035019455253,0.17315175097276264,0.4805447470817121
344,2019,OATS,MICHIGAN,1824.0,25000,11.34375,72,6.842744374,10070.627,0.7237163814180929,0.08496332518337409,0.19132029339853301
345,2018,OATS,MICHIGAN,2016.0,50000,10.34375,73,6.876572503,9987.286,0.6508018623900672,0.11346783928263493,0.2357302983272978
346,2017,OATS,MICHIGAN,1728.0,40000,9.09375,75,6.151029296,9976.752,0.692131398013751,0.10134963076139547,0.20651897122485358
347,2016,OATS,MICHIGAN,1856.0,30000,7.125,74,4.567446499,9954.117,0.5278592375366569,0.1378299120234604,0.3343108504398827
348,2015,OATS,MICHIGAN,2144.0,50000,6.15625,73,3.692863601,9934.483,0.4590818363273453,0.14870259481037923,0.39221556886227543
349,2014,OATS,MICHIGAN,2208.0,40000,10.625,77,4.371745575,9932.033,0.32872340425531915,0.22021276595744682,0.451063829787234
350,2013,OATS,MICHIGAN,1984.0,30000,11.5,74,8.399135958,9914.802,0.3286118980169972,0.17563739376770537,0.49575070821529743
351,2019,BARLEY,MICHIGAN,2112.0,8000,6.25,73,8.050304395,9984.795,0.7237163814180929,0.08496332518337409,0.19132029339853301
352,2018,BARLEY,MICHIGAN,2064.0,3000,5.104166667,75,9.679240873,9987.286,0.6508018623900672,0.11346783928263493,0.2357302983272978
353,2015,BARLEY,MICHIGAN,2688.0,6000,6.041666667,74,6.974978386,9934.483,0.4590818363273453,0.14870259481037923,0.39221556886227543
354,2014,BARLEY,MICHIGAN,2544.0,8000,8.104166667,73,7.39389918,9932.033,0.32872340425531915,0.22021276595744682,0.451063829787234
355,2013,BARLEY,MICHIGAN,2496.0,9000,9.895833333,77,6.68727523,9914.802,0.3286118980169972,0.17563739376770537,0.49575070821529743
356,2019,CORN,MICHIGAN,8232.0,1610000,6.660714286,72,8.985348193,9984.795,0.7237163814180929,0.08496332518337409,0.19132029339853301
357,2018,CORN,MICHIGAN,8512.0,1860000,6.892857143,73,5.87707519,9987.286,0.6508018623900672,0.11346783928263493,0.2357302983272978
358,2017,CORN,MICHIGAN,8904.0,1890000,7.982142857,75,7.707595055,9976.752,0.692131398013751,0.10134963076139547,0.20651897122485358
359,2016,CORN,MICHIGAN,8792.0,2040000,5.982142857,74,4.524171562,9954.117,0.5278592375366569,0.1378299120234604,0.3343108504398827
360,2015,CORN,MICHIGAN,9072.0,2070000,6.053571429,73,9.926212291,9934.483,0.4590818363273453,0.14870259481037923,0.39221556886227543
361,2014,CORN,MICHIGAN,9016.0,2210000,6.142857143,77,6.455592696,9932.033,0.32872340425531915,0.22021276595744682,0.451063829787234
362,2013,CORN,MICHIGAN,8680.0,2230000,6.785714286,74,8.016210782,9914.802,0.3286118980169972,0.17563739376770537,0.49575070821529743
363,2019,WHEAT,MICHIGAN,4260.0,490000,8.883333333,73,6.005242945,9984.795,0.7237163814180929,0.08496332518337409,0.19132029339853301
364,2018,WHEAT,MICHIGAN,4560.0,470000,7.916666667,75,7.437078236,9987.286,0.6508018623900672,0.11346783928263493,0.2357302983272978
365,2017,WHEAT,MICHIGAN,4740.0,425000,6.5,74,3.808429173,9976.752,0.692131398013751,0.10134963076139547,0.20651897122485358
366,2016,WHEAT,MICHIGAN,5340.0,570000,6.033333333,73,5.818219385,9954.117,0.5278592375366569,0.1378299120234604,0.3343108504398827
367,2015,WHEAT,MICHIGAN,4860.0,475000,6.15,77,4.52363558,9934.483,0.4590818363273453,0.14870259481037923,0.39221556886227543
368,2014,WHEAT,MICHIGAN,4440.0,470000,9.683333333,70,3.510404312,9932.033,0.32872340425531915,0.22021276595744682,0.451063829787234
369,2013,WHEAT,MICHIGAN,4500.0,590000,10.58333333,70,6.030447288,9914.802,0.3286118980169972,0.17563739376770537,0.49575070821529743
370,2019,OATS,MINNESOTA,1984.0,100000,8.21875,71,8.292875734,5710.578,0.7544031311154599,0.07925636007827788,0.16634050880626222
371,2018,OATS,MINNESOTA,1888.0,105000,7.78125,70,3.828031463,5608.762,0.6891040072039621,0.09635299414678072,0.2145429986492571
372,2017,OATS,MINNESOTA,2400.0,95000,6.71875,69,8.869532817,5569.283,0.7189516129032258,0.09112903225806451,0.18991935483870967
373,2016,OATS,MINNESOTA,2176.0,120000,6.3125,68,3.793575185,5525.36,0.548502994011976,0.11736526946107785,0.3341317365269461
374,2015,OATS,MINNESOTA,2496.0,160000,6.28125,65,4.193189124,5484.002,0.5182679296346414,0.13125845737483086,0.35047361299052776
375,2014,OATS,MINNESOTA,2016.0,125000,10.0625,70,7.661537348,5452.665,0.33994708994708994,0.21296296296296297,0.4470899470899471
376,2013,OATS,MINNESOTA,1824.0,105000,11.8125,71,9.392694614,5414.722,0.28637770897832815,0.19349845201238391,0.5201238390092879
377,2019,BARLEY,MINNESOTA,3216.0,55000,9.125,71,5.993513566,5640.053,0.7544031311154599,0.07925636007827788,0.16634050880626222
378,2018,BARLEY,MINNESOTA,3648.0,50000,8.791666667,70,8.620107545,5608.762,0.6891040072039621,0.09635299414678072,0.2145429986492571
379,2017,BARLEY,MINNESOTA,3648.0,68000,9.020833333,69,9.45949344,5569.283,0.7189516129032258,0.09112903225806451,0.18991935483870967
380,2016,BARLEY,MINNESOTA,3168.0,79000,8.708333333,68,8.0344125,5525.36,0.548502994011976,0.11736526946107785,0.3341317365269461
381,2015,BARLEY,MINNESOTA,3696.0,120000,11.125,65,5.414492777,5484.002,0.5182679296346414,0.13125845737483086,0.35047361299052776
382,2014,BARLEY,MINNESOTA,2496.0,60000,11.20833333,70,6.276004336,5452.665,0.33994708994708994,0.21296296296296297,0.4470899470899471
383,2013,BARLEY,MINNESOTA,3312.0,75000,12.95833333,71,9.160691747,5414.722,0.28637770897832815,0.19349845201238391,0.5201238390092879
384,2019,CORN,MINNESOTA,9744.0,7250000,5.821428571,71,7.702287236,5640.053,0.7544031311154599,0.07925636007827788,0.16634050880626222
385,2018,CORN,MINNESOTA,10192.0,7460000,,70,5.88509677,5608.762,0.6891040072039621,0.09635299414678072,0.2145429986492571
386,2017,CORN,MINNESOTA,10864.0,7630000,7.732142857,69,6.16496284,5569.283,0.7189516129032258,0.09112903225806451,0.18991935483870967
387,2016,CORN,MINNESOTA,10808.0,8000000,6.482142857,68,3.504752314,5525.36,0.548502994011976,0.11736526946107785,0.3341317365269461
388,2015,CORN,MINNESOTA,10528.0,7600000,6.678571429,65,7.388007483,5484.002,0.5182679296346414,0.13125845737483086,0.35047361299052776
389,2014,CORN,MINNESOTA,8736.0,7550000,6.696428571,70,8.340398059,5452.665,0.33994708994708994,0.21296296296296297,0.4470899470899471
390,2013,CORN,MINNESOTA,8904.0,8140000,8.410714286,71,8.66077954,5414.722,0.28637770897832815,0.19349845201238391,0.5201238390092879
391,2019,WHEAT,MINNESOTA,3420.0,1400000,,71,8.18422855,5640.053,0.7544031311154599,0.07925636007827788,0.16634050880626222
392,2018,WHEAT,MINNESOTA,3540.0,1575000,8.216666667,70,5.131779302,5608.762,0.6891040072039621,0.09635299414678072,0.2145429986492571
393,2017,WHEAT,MINNESOTA,4014.0,1135000,6.783333333,69,6.294130313,5569.283,0.7189516129032258,0.09112903225806451,0.18991935483870967
394,2016,WHEAT,MINNESOTA,3540.0,1268000,5.333333333,68,7.991902443,5525.36,0.548502994011976,0.11736526946107785,0.3341317365269461
395,2015,WHEAT,MINNESOTA,3594.0,1473000,7.9,65,8.923095695,5484.002,0.5182679296346414,0.13125845737483086,0.35047361299052776
